DATE,GDP,CPI,RATE
2014-07-01,0.0279211214483404,0.0130472150141463,0.00126666666666667
2014-10-01,0.0253144647248043,0.0080429318793529,0.00133333333333333
2015-01-01,0.036921945829187,-0.00170067958892872,0.0015
2015-04-01,0.0299456659911606,-2.9391149561242e-05,0.00153333333333333
2015-07-01,0.0215918933619932,0.00100249995641022,0.0024
2015-10-01,0.0185732843032991,0.00577151318159252,0.00363333333333333
2016-01-01,0.0163475536626994,0.00700264658448635,0.00553333333333333
2016-04-01,0.0135836199859991,0.00924867230637716,0.00556666666666667
2016-07-01,0.0163482693955181,0.0102111524636657,0.007
2016-10-01,0.0198435778914448,0.0163481639483383,0.00766666666666666
2017-01-01,0.0182564949537216,0.0245279148302462,0.00916666666666666
2017-04-01,0.0202624515475289,0.0188001937564675,0.0108
2017-07-01,0.0225101306403719,0.0178625866401667,0.0124
2017-10-01,0.027559916597296,0.0164080589509981,0.0137333333333333
2018-01-01,0.0301751499659044,0.0161008386240367,0.0183
2018-04-01,0.0320990953615521,0.0200804081309354,0.0218333333333333
2018-07-01,0.0310526745280146,0.0210980049292067,0.022
2018-10-01,0.022862486519049,0.0182549104394889,0.0254
2019-01-01,0.0213722585967844,0.0150436447695439,0.0252
2019-04-01,0.021130574748021,0.0159357546915873,0.0240333333333333
2019-07-01,0.0227964537205807,0.0163874554237573,0.0210333333333333
2019-10-01,0.0254009552980357,0.0182007654912582,0.0180333333333333
2020-01-01,0.00816738572630271,0.0227414348269726,0.0153
2020-04-01,-0.087200196516676,0.0127871959507138,0.00185
2020-07-01,-0.0204477385741004,0.0166588036078981,0.00153333333333333
2020-10-01,-0.0152823823324706,0.01564605327333,0.0015
2021-01-01,0.0118488745122143,0.0151323011400022,0.00116666666666667
2021-04-01,0.117435014270557,0.0340941848990743,0.001
2021-07-01,0.0483677366789372,0.0361097929824634,0.001
2021-10-01,0.0555964732817191,0.0448430996748712,0.0014
2022-01-01,0.0361745297628353,0.0530858530339229,0.00443333333333333
2022-04-01,0.0178010421077186,0.0623558934183848,0.0137
